pitcher_id,sched_date,Level_Code,sched_id,event_id,pa,ab,1b,2b,3b,hr,bb,so,hit_exit_speed,hit_vertical_angle,pitch_type,play_code
93229,7/10/2025,afa,1256542,68,1,1,0,0,0,1,0,0,99.52932739,30.92569351,FC,HR/7/F
93229,7/10/2025,afa,1256542,69,1,1,1,0,0,0,0,0,92.55962372,11.14600182,FF,S7/L
93229,7/10/2025,afa,1256542,70,1,1,0,0,0,0,0,1,NULL,NULL,FC,K
93229,7/10/2025,afa,1256542,71,1,0,0,0,0,0,1,0,NULL,NULL,FF,W.1-2
93229,7/10/2025,afa,1256542,72,1,1,0,0,0,0,0,0,84.47629547,31.63502693,FC,9/F
93229,7/10/2025,afa,1256542,73,1,1,0,0,0,0,0,1,NULL,NULL,SL,K
93229,7/30/2025,afa,1256597,48,1,0,0,0,0,0,1,0,NULL,NULL,FF,W
93229,7/30/2025,afa,1256597,49,1,1,0,0,0,0,0,0,NULL,NULL,FC,23/G-.1-2
93229,7/30/2025,afa,1256597,50,1,1,0,0,0,0,0,0,85.92564,-61.677061,FF,43/G.2-3
93229,7/30/2025,afa,1256597,51,1,1,0,0,0,0,0,1,NULL,NULL,FF,K
93229,7/30/2025,afa,1256597,58,1,1,0,0,0,0,0,1,NULL,NULL,FC,K
93229,7/30/2025,afa,1256597,59,1,1,0,0,0,0,0,0,97.63036,27.573013,CU,8/F
93229,7/30/2025,afa,1256597,60,1,1,0,0,0,0,0,1,NULL,NULL,FF,K
93229,7/30/2025,afa,1256597,65,1,1,0,0,0,0,0,0,101.81751,18.734753,FC,8/F
93229,7/30/2025,afa,1256597,66,1,1,0,0,0,0,0,0,73.59203,-69.451187,FT,63/G
93229,7/30/2025,afa,1256597,67,1,1,0,0,0,0,0,0,57.64461,24.260818,FF,6/L
